best.bag_acc,best.bag_auc,best.count_acc,best.count_mae,best.epoch,best.epoch_seconds,best.expected_signed_count_mae,best.expected_sum_mae,best.instance_acc,best.instance_auc,best.instance_digit_acc,best.nll,best.peak_cuda_mem_mb,best.signed_count_acc,best.signed_count_mae,best.sum_acc,best.sum_mae,best.train_nll,best.zero_expected_abs_error,best.zero_fraction,best.zero_signed_count_acc,config.bag_size_mean,config.bag_size_std,config.balanced_binary,config.cancellation_heavy,config.dataset,config.dataset_root,config.em_temperature,config.entropy_weight,config.experiment,config.method,config.objective,config.seed,config.target_digit,config.train_bags,run_dir,source
0.9279999732971191,0.999872,0.6259999871253967,0.5910000205039978,30,36.20247708261013,,,0.9895456433296204,0.9989932184228191,,1.3171710891723634,2018.802734375,,,,,0.7916595473289489,,,,50,10,True,,MNIST,data,0.5,0.01,mnist_bags,conv,nll,1,9,1000,runs/neurips_pilot_preleave_20260504_1619/posterior_nll_n50_train1000_s1/mnist_bags/conv_nll/MNIST/20260504T233736Z_gpusystem_s1,results/neurips_pilot_preleave_20260504_1619/posterior_nll_n50_train1000_s1/mnist_bags_conv_s1.json
0.8240000009536743,0.999988,0.5299999713897705,0.7440000176429749,46,33.11154542863369,,,0.9862303137779236,0.9978355911883391,,1.6293865432739258,5998.01220703125,,,,,1.2557871432304382,,,,50,10,True,,MNIST,data,0.5,0.01,mnist_bags,conv,nll,2,9,1000,runs/neurips_pilot_preleave_20260504_1619_bs192/posterior_nll_n50_train1000_s2/mnist_bags/conv_nll/MNIST/20260505T002941Z_gpusystem_s2,results/neurips_pilot_preleave_20260504_1619/posterior_nll_n50_train1000_s2/mnist_bags_conv_s2.json
0.8970000147819519,1.0,0.6819999814033508,0.4189999997615814,15,96.74681621417403,,,0.9922406077384949,0.9993043905170661,,1.0019233894348145,6451.91064453125,,,,,0.8156280758857727,,,,50,10,True,,MNIST,data,0.5,0.01,mnist_bags,conv,nll,0,9,5000,runs/neurips_pilot_preleave_20260504_1619_bs192/posterior_nll_n50_train5000_s0/mnist_bags/conv_nll/MNIST/20260505T005626Z_gpusystem_s0,results/neurips_pilot_preleave_20260504_1619/posterior_nll_n50_train5000_s0/mnist_bags_conv_s0.json
0.9819999933242798,0.999928,0.6940000057220459,0.5120000243186951,37,92.88019591197371,,,0.9898070096969604,0.9995534201885706,,1.581519287109375,6451.91064453125,,,,,0.22575203583836556,,,,50,10,True,,MNIST,data,0.5,0.01,mnist_bags,conv,nll,1,9,5000,runs/neurips_pilot_preleave_20260504_1619_bs192/posterior_nll_n50_train5000_s1/mnist_bags/conv_nll/MNIST/20260505T023736Z_gpusystem_s1,results/neurips_pilot_preleave_20260504_1619/posterior_nll_n50_train5000_s1/mnist_bags_conv_s1.json
0.9729999899864197,1.0,0.7160000205039978,0.4480000138282776,41,95.94221042469144,,,0.9909542202949524,0.9994548720239287,,1.5815721435546874,6453.31689453125,,,,,0.20284930576086044,,,,50,10,True,,MNIST,data,0.5,0.01,mnist_bags,conv,nll,2,9,5000,runs/neurips_pilot_preleave_20260504_1619_bs192/posterior_nll_n50_train5000_s2/mnist_bags/conv_nll/MNIST/20260505T035247Z_gpusystem_s2,results/neurips_pilot_preleave_20260504_1619/posterior_nll_n50_train5000_s2/mnist_bags_conv_s2.json
0.9570000171661377,0.999956,0.8849999904632568,0.11900000274181366,35,28.98633151501417,,,0.987537682056427,0.9988382825040129,,0.3225469264984131,431.61474609375,,,,,0.006970393218100071,,,,10,2,True,,MNIST,data,0.5,0.01,mnist_bags,conv,tempered_em,0,9,1000,runs/neurips_pilot_preleave_20260504_1619/posterior_tempered_em_n10_train1000_s0/mnist_bags/conv_tempered_em/MNIST/20260504T163350Z_gpusystem_s0,results/neurips_pilot_preleave_20260504_1619/posterior_tempered_em_n10_train1000_s0/mnist_bags_conv_tempered_em_s0.json
0.9879999756813049,0.999544,0.8889999985694885,0.12600000202655792,35,27.55484962463379,,,0.987234890460968,0.9991907724964622,,0.3838721532821655,431.3544921875,,,,,0.006422291500493884,,,,10,2,True,,MNIST,data,0.5,0.01,mnist_bags,conv,tempered_em,1,9,1000,runs/neurips_pilot_preleave_20260504_1619/posterior_tempered_em_n10_train1000_s1/mnist_bags/conv_tempered_em/MNIST/20260504T172126Z_gpusystem_s1,results/neurips_pilot_preleave_20260504_1619/posterior_tempered_em_n10_train1000_s1/mnist_bags_conv_tempered_em_s1.json
0.9760000109672546,0.999944,0.9070000052452087,0.09799999743700027,48,29.287283323705196,,,0.9896492958068848,0.9984851563875081,,0.32435638761520386,432.787109375,,,,,0.0051257168296724555,,,,10,2,True,,MNIST,data,0.5,0.01,mnist_bags,conv,tempered_em,2,9,1000,runs/neurips_pilot_preleave_20260504_1619/posterior_tempered_em_n10_train1000_s2/mnist_bags/conv_tempered_em/MNIST/20260504T174455Z_gpusystem_s2,results/neurips_pilot_preleave_20260504_1619/posterior_tempered_em_n10_train1000_s2/mnist_bags_conv_tempered_em_s2.json
0.9779999852180481,0.999984,0.9440000057220459,0.057999998331069946,11,79.38301722332835,,,0.9937688708305359,0.9994881569741121,,0.19565932703018188,455.63134765625,,,,,0.008516444075852633,,,,10,2,True,,MNIST,data,0.5,0.01,mnist_bags,conv,tempered_em,0,9,5000,runs/neurips_pilot_preleave_20260504_1619/posterior_tempered_em_n10_train5000_s0/mnist_bags/conv_tempered_em/MNIST/20260504T183410Z_gpusystem_s0,results/neurips_pilot_preleave_20260504_1619/posterior_tempered_em_n10_train5000_s0/mnist_bags_conv_tempered_em_s0.json
0.9860000014305115,0.999644,0.9380000233650208,0.06300000101327896,16,83.58049209043384,,,0.993667721748352,0.999636643636061,,0.1787630090713501,455.63134765625,,,,,0.005971759188082069,,,,10,2,True,,MNIST,data,0.5,0.01,mnist_bags,conv,tempered_em,1,9,5000,runs/neurips_pilot_preleave_20260504_1619/posterior_tempered_em_n10_train5000_s1/mnist_bags/conv_tempered_em/MNIST/20260504T194207Z_gpusystem_s1,results/neurips_pilot_preleave_20260504_1619/posterior_tempered_em_n10_train5000_s1/mnist_bags_conv_tempered_em_s1.json
0.996999979019165,0.999948,0.8899999856948853,0.12399999797344208,48,83.00149181112647,,,0.9872374534606934,0.9994558929065336,,0.5109439125061035,455.49462890625,,,,,0.001753458514995873,,,,10,2,True,,MNIST,data,0.5,0.01,mnist_bags,conv,tempered_em,2,9,5000,runs/neurips_pilot_preleave_20260504_1619/posterior_tempered_em_n10_train5000_s2/mnist_bags/conv_tempered_em/MNIST/20260504T220436Z_gpusystem_s2,results/neurips_pilot_preleave_20260504_1619/posterior_tempered_em_n10_train5000_s2/mnist_bags_conv_tempered_em_s2.json
