best.bag_acc,best.bag_auc,best.count_acc,best.count_mae,best.epoch,best.instance_acc,best.instance_auc,best.nll,best.train_nll,config.bag_size_mean,config.bag_size_std,config.balanced_binary,config.dataset_root,config.method,config.seed,config.target_digit,config.train_bags,run_dir,source
0.5,0.25,0.05000000074505806,1.5499999523162842,1,0.6960784196853638,0.40390731485688325,2.492049503326416,2.2897706826527915,5,1.0,True,data,conv,0,9,12,runs_smoke/mnist_bags/conv/MNIST/20260504T154316Z_gpusystem_s0,results/mnist_bags_smoke/mnist_bags_conv_s0.json
0.5,0.25,0.05000000074505806,1.5499999523162842,1,0.6960784196853638,0.40390731485688325,2.492049503326416,2.2897706826527915,5,1.0,True,data,dp,0,9,12,runs_smoke/mnist_bags/dp/MNIST/20260504T154329Z_gpusystem_s0,results/mnist_bags_smoke/mnist_bags_dp_s0.json
