best.epoch,best.epoch_seconds,best.hist_count_mae,best.hist_exact_acc,best.hist_proportion_mae,best.instance_acc,best.loss,best.lr,best.peak_cuda_mem_mb,best.train_loss,config.augment,config.backbone,config.bag_size_mean,config.bag_size_std,config.dataset,config.dataset_root,config.experiment,config.label_level,config.lr,config.momentum,config.num_classes,config.objective,config.optimizer,config.pretrained,config.scheduler,config.seed,config.train_bags,config.weight_decay,run_dir,source
61,17.576327310875058,0.26190003752708435,0.20000000298023224,0.016368752345442772,0.9018750190734863,0.7842566907405853,0.0004929870993226411,2886.06591796875,0.008222631352022291,True,resnet18,16,0,CIFAR10,data,cifar_histogram,coarse,0.0005,0.9,10,pvc,sgd,True,ma_cosine,0,1000,0.0001,runs/serverA5000_cifar10_ma_pvc/cifar10_coarse_hist_pvc_n16_train1000_s0/cifar_histogram/pvc/CIFAR10_coarse/20260505T131458Z_gpusystem_s0,results/serverA5000_cifar10_ma_pvc/cifar10_coarse_hist_pvc_n16_train1000_s0/cifar_histogram_pvc_s0.json
494,17.593128527514637,0.24470002949237823,0.23000000417232513,0.01529375184327364,0.9089375138282776,0.8563831694126129,0.0001056197500116244,2886.06591796875,0.0005672782838810236,True,resnet18,16,0,CIFAR10,data,cifar_histogram,coarse,0.0005,0.9,10,pvc,sgd,True,ma_cosine,1,1000,0.0001,runs/serverA5000_cifar10_ma_pvc/cifar10_coarse_hist_pvc_n16_train1000_s1/cifar_histogram/pvc/CIFAR10_coarse/20260505T131458Z_gpusystem_s1,results/serverA5000_cifar10_ma_pvc/cifar10_coarse_hist_pvc_n16_train1000_s1/cifar_histogram_pvc_s1.json
286,63.54586063977331,0.6819000244140625,0.004999999888241291,0.010654687881469727,0.9138281345367432,2.209314218521118,0.0003532756013934392,11107.822265625,0.0048477864402811975,True,resnet18,64,0,CIFAR10,data,cifar_histogram,coarse,0.0005,0.9,10,pvc,sgd,True,ma_cosine,0,1000,0.0001,runs/serverA5000_cifar10_ma_pvc/cifar10_coarse_hist_pvc_n64_train1000_s0/cifar_histogram/pvc/CIFAR10_coarse/20260505T131458Z_gpusystem_s0,results/serverA5000_cifar10_ma_pvc/cifar10_coarse_hist_pvc_n64_train1000_s0/cifar_histogram_pvc_s0.json
124,65.40267392527312,0.6570000052452087,0.004000000189989805,0.010265625081956387,0.9186718463897705,2.014080760002136,0.000471233290511064,11107.822265625,0.009373176104854792,True,resnet18,64,0,CIFAR10,data,cifar_histogram,coarse,0.0005,0.9,10,pvc,sgd,True,ma_cosine,1,1000,0.0001,runs/serverA5000_cifar10_ma_pvc/cifar10_coarse_hist_pvc_n64_train1000_s1/cifar_histogram/pvc/CIFAR10_coarse/20260505T131459Z_gpusystem_s1,results/serverA5000_cifar10_ma_pvc/cifar10_coarse_hist_pvc_n64_train1000_s1/cifar_histogram_pvc_s1.json
