best.epoch,best.epoch_seconds,best.hist_count_mae,best.hist_exact_acc,best.hist_proportion_mae,best.instance_acc,best.loss,best.lr,best.peak_cuda_mem_mb,best.train_loss,config.augment,config.backbone,config.bag_size_mean,config.bag_size_std,config.dataset,config.dataset_root,config.experiment,config.label_level,config.lr,config.momentum,config.num_classes,config.objective,config.optimizer,config.pretrained,config.scheduler,config.seed,config.train_bags,config.weight_decay,final.epoch,final.epoch_seconds,final.hist_count_mae,final.hist_exact_acc,final.hist_proportion_mae,final.instance_acc,final.loss,final.lr,final.peak_cuda_mem_mb,final.train_loss,run_dir,selection_metric,source
41,26.020108772441745,0.9993000626564026,0.0,0.01561406347900629,0.8091250061988831,1.6944250650405883,0.0004968277762519488,11107.822265625,0.8620133032798767,True,resnet18,64,0,CIFAR10,data,cifar_histogram,coarse,0.0005,0.9,10,pvc,sgd,True,ma_cosine,0,250,0.0001,500,26.034188478253782,1.125499963760376,0.0,0.017585936933755875,0.8032968640327454,2.882749270439148,9.754516100806417e-05,11107.822265625,0.0062157189240679145,runs/serverA5000_cifar10_ma_pvc_n64_train250/cifar10_coarse_hist_pvc_n64_train250_s0/cifar_histogram/pvc/CIFAR10_coarse/20260506T043047Z_gpusystem_s0,hist_count_mae,results/serverA5000_cifar10_ma_pvc_n64_train250/cifar10_coarse_hist_pvc_n64_train250_s0/cifar_histogram_pvc_s0.json
39,26.03098985273391,1.0267000198364258,0.0,0.016042187809944153,0.8034999966621399,1.691603172302246,0.0004971294238144268,11107.822265625,1.0343301210403442,True,resnet18,64,0,CIFAR10,data,cifar_histogram,coarse,0.0005,0.9,10,pvc,sgd,True,ma_cosine,1,250,0.0001,500,26.020442074164748,1.1043000221252441,0.0,0.01725468784570694,0.803515613079071,2.840007845878601,9.754516100806417e-05,11107.822265625,0.003073668759316206,runs/serverA5000_cifar10_ma_pvc_n64_train250/cifar10_coarse_hist_pvc_n64_train250_s1/cifar_histogram/pvc/CIFAR10_coarse/20260506T043047Z_gpusystem_s1,hist_count_mae,results/serverA5000_cifar10_ma_pvc_n64_train250/cifar10_coarse_hist_pvc_n64_train250_s1/cifar_histogram_pvc_s1.json
