method,seeds,count_mae_mean,count_mae_sd,rounded_acc_mean,rounded_acc_sd,pmf_mode_acc_mean,pmf_mode_acc_sd,nll_mean,nll_sd
dllp_bce,3,4.63803243637085,0.04768620453777255,0.07353333383798599,0.0028307858146253387,0.0728000005086263,0.0019078806290911967,3.2844576040903726,0.012084134913947853
dllp_mse,3,4.59478775660197,0.03629278893602519,0.07653333246707916,0.005485740407461963,0.07626666625340779,0.005686239778892557,3.2975093523661294,0.028830151612810512
easyllp,3,36.49319076538086,1.5612500864717775,0.004333333345130086,0.000986576635056375,0.004333333345130086,0.0008326663461291377,26.8902161916097,0.14415797955391188
fsconv,3,4.638113498687744,0.07930205927970597,0.07699999958276749,0.0036715091630226,0.07886666556199391,0.0018147515360987035,3.2837767601013184,0.03557856357855087
