best.epoch,best.epoch_seconds,best.hist_count_mae,best.hist_exact_acc,best.hist_proportion_mae,best.instance_acc,best.loss,best.peak_cuda_mem_mb,best.train_loss,config.bag_size_mean,config.bag_size_std,config.dataset,config.dataset_root,config.experiment,config.label_level,config.num_classes,config.objective,config.seed,config.train_bags,run_dir,source
19,11.255261554382741,1.2089500427246094,0.0,0.025241680443286896,0.3059341311454773,0.22514238023757935,3896.716796875,0.18908128678798675,50,10,CIFAR100,data,cifar_histogram,coarse,20,kl,0,1000,runs/serverA5000_cifar100_hist/cifar100_coarse_hist_kl_n50_train1000_s0/cifar_histogram/kl/CIFAR100_coarse/20260505T093344Z_gpusystem_s0,results/serverA5000_cifar100_hist/cifar100_coarse_hist_kl_n50_train1000_s0/cifar_histogram_kl_s0.json
8,7.610159804113209,1.2007499933242798,0.0,0.025123529136180878,0.10579745471477509,0.0010044848304241896,3896.71826171875,0.000979185018222779,50,10,CIFAR100,data,cifar_histogram,coarse,20,mse,0,1000,runs/serverA5000_cifar100_hist/cifar100_coarse_hist_mse_n50_train1000_s0/cifar_histogram/mse/CIFAR100_coarse/20260505T093343Z_gpusystem_s0,results/serverA5000_cifar100_hist/cifar100_coarse_hist_mse_n50_train1000_s0/cifar_histogram_mse_s0.json
20,5.963236616924405,1.1851999759674072,0.0,0.024251651018857956,0.31801551580429077,1.7663768520355225,3896.716796875,1.676635705947876,50,10,CIFAR100,data,cifar_histogram,coarse,20,pvc,0,1000,runs/serverA5000_cifar100_hist/cifar100_coarse_hist_pvc_n50_train1000_s0/cifar_histogram/pvc/CIFAR100_coarse/20260505T093344Z_gpusystem_s0,results/serverA5000_cifar100_hist/cifar100_coarse_hist_pvc_n50_train1000_s0/cifar_histogram_pvc_s0.json
20,5.877241202630103,1.2905499935150146,0.0,0.026344994083046913,0.29764777421951294,1.8433598537445068,3897.966796875,1.69229842376709,50,10,CIFAR100,data,cifar_histogram,coarse,20,pvc,1,1000,runs/serverA5000_cifar100_hist/cifar100_coarse_hist_pvc_n50_train1000_s1/cifar_histogram/pvc/CIFAR100_coarse/20260505T093344Z_gpusystem_s1,results/serverA5000_cifar100_hist/cifar100_coarse_hist_pvc_n50_train1000_s1/cifar_histogram_pvc_s1.json
