best.bag_acc,best.bag_auc,best.count_acc,best.count_mae,best.epoch,best.epoch_seconds,best.instance_acc,best.instance_auc,best.nll,best.peak_cuda_mem_mb,best.train_nll,config.bag_size_mean,config.bag_size_std,config.balanced_binary,config.dataset_root,config.em_temperature,config.entropy_weight,config.method,config.objective,config.seed,config.target_digit,config.train_bags,run_dir,source
0.8100000023841858,0.995352,0.6230000257492065,0.4410000145435333,5,0.5091617666184902,0.9616080522537231,0.9856739000699675,1.0398799324035644,431.9638671875,0.14150782489776612,10,2.0,True,data,0.5,0.01,conv,hard_em,0,9,1000,runs_posterior_pilot/mnist_bags/conv_hard_em/MNIST/20260504T162653Z_gpusystem_s0,results/mnist_bags_posterior_pilot/mnist_bags_conv_hard_em_s0.json
0.6299999952316284,0.989232,0.4189999997615814,0.7429999709129333,5,0.6234435401856899,0.935175895690918,0.982618378812199,1.4118354415893555,431.9638671875,1.5639479341506959,10,2.0,True,data,0.5,0.01,conv,nll_entropy,0,9,1000,runs_posterior_pilot/mnist_bags/conv_nll_entropy/MNIST/20260504T162701Z_gpusystem_s0,results/mnist_bags_posterior_pilot/mnist_bags_conv_nll_entropy_s0.json
0.6330000162124634,0.98956,0.4269999861717224,0.734000027179718,5,0.46187929064035416,0.9363819360733032,0.9826531567683253,1.3954318428039552,431.9638671875,0.20739689326286315,10,2.0,True,data,0.5,0.01,conv,soft_em,0,9,1000,runs_posterior_pilot/mnist_bags/conv_soft_em/MNIST/20260504T162705Z_gpusystem_s0,results/mnist_bags_posterior_pilot/mnist_bags_conv_soft_em_s0.json
0.7910000085830688,0.995232,0.6140000224113464,0.4490000009536743,5,0.4696219190955162,0.9616080522537231,0.9857303885253323,1.0434977531433105,431.9638671875,0.14625723940134047,10,2.0,True,data,0.5,0.01,conv,tempered_em,0,9,1000,runs_posterior_pilot/mnist_bags/conv_tempered_em/MNIST/20260504T162658Z_gpusystem_s0,results/mnist_bags_posterior_pilot/mnist_bags_conv_tempered_em_s0.json
