best.epoch,best.epoch_seconds,best.expected_signed_count_mae,best.instance_acc,best.instance_auc,best.nll,best.peak_cuda_mem_mb,best.signed_count_acc,best.signed_count_mae,best.train_nll,best.zero_expected_abs_error,best.zero_fraction,best.zero_signed_count_acc,config.bag_size_mean,config.bag_size_std,config.cancellation_heavy,config.dataset,config.dataset_root,config.seed,config.target_digit,config.train_bags,run_dir,source
5,0.5012426115572453,0.3134293258190155,0.971055269241333,0.9788819202627342,0.6214420375823975,431.97607421875,0.7689999938011169,0.2409999966621399,0.7216871004104615,0.14262767136096954,0.453000009059906,0.9271523356437683,10,2.0,True,MNIST,data,0,9,1000,runs_signed_mnist_pilot/signed_mnist/conv/MNIST/20260504T161730Z_gpusystem_s0,results/signed_mnist_pilot/signed_mnist_conv_s0.json
