bag_size_mean,bag_size_std,batch_size,cancellation_heavy,dataset,dataset_root,epochs,eps,expected_signed_count_mae,expected_signed_count_mse,expected_sum_mae,gaussian_nll,instance_acc,instance_auc,instance_digit_acc,method,rounded_signed_count_acc,rounded_signed_count_mae,rounded_sum_acc,rounded_sum_mae,seed,source,target_digit,task,test_bags,train_bags,val_bags,zero_fraction,zero_rounded_signed_count_acc
10,2.0,192,False,MNIST,data,50,0.0001,,,2.1877496242523193,1.5494530200958252,,,0.5566834211349487,Gaussian-AMLE,,,0.17900000512599945,2.178999900817871,0,results/rebuttal/overnight_4090/scalar/digit_sum_gaussian_amle_n10_train1000_s0.json,9,digit_sum,1000,1000,1000,,
10,2.0,192,False,MNIST,data,50,0.0001,,,1.5854681730270386,1.2629618644714355,,,0.8385767340660095,Gaussian-AMLE,,,0.27799999713897705,1.5529999732971191,1,results/rebuttal/overnight_4090/scalar/digit_sum_gaussian_amle_n10_train1000_s1.json,9,digit_sum,1000,1000,1000,,
10,2.0,192,False,MNIST,data,50,0.0001,,,2.324354648590088,1.6156620979309082,,,0.5524067878723145,Gaussian-AMLE,,,0.15399999916553497,2.302999973297119,2,results/rebuttal/overnight_4090/scalar/digit_sum_gaussian_amle_n10_train1000_s2.json,9,digit_sum,1000,1000,1000,,
10,2.0,192,True,MNIST,data,50,0.0001,0.23786264657974243,0.13222619891166687,,-0.6559792160987854,0.983517587184906,0.9908010581414833,,Gaussian-AMLE,0.8460000157356262,0.15700000524520874,,,0,results/rebuttal/overnight_4090/scalar/signed_gaussian_amle_n10_train1000_cancel_s0.json,9,signed,1000,1000,1000,0.453000009059906,0.9271523356437683
10,2.0,192,True,MNIST,data,50,0.0001,0.26141148805618286,0.1661737561225891,,-0.6196150183677673,0.9779877662658691,0.9866620305146462,,Gaussian-AMLE,0.8169999718666077,0.18799999356269836,,,1,results/rebuttal/overnight_4090/scalar/signed_gaussian_amle_n10_train1000_cancel_s1.json,9,signed,1000,1000,1000,0.453000009059906,0.8896247148513794
10,2.0,192,True,MNIST,data,50,0.0001,0.23976550996303558,0.1657971888780594,,-0.40217170119285583,0.9767862558364868,0.9924827035066888,,Gaussian-AMLE,0.8080000281333923,0.20000000298023224,,,2,results/rebuttal/overnight_4090/scalar/signed_gaussian_amle_n10_train1000_cancel_s2.json,9,signed,1000,1000,1000,0.4519999921321869,0.8252212405204773
10,2.0,192,False,MNIST,data,50,0.0001,0.2470184713602066,0.17063328623771667,,-0.4482765793800354,0.9773869514465332,0.9899418150992921,,Gaussian-AMLE,0.8090000152587891,0.1979999989271164,,,0,results/rebuttal/overnight_4090/scalar/signed_gaussian_amle_n10_train1000_random_s0.json,9,signed,1000,1000,1000,0.45100000500679016,0.8447893857955933
10,2.0,192,False,MNIST,data,50,0.0001,0.21078573167324066,0.12289474159479141,,-0.7646089196205139,0.983817458152771,0.9911077612161081,,Gaussian-AMLE,0.8579999804496765,0.14499999582767487,,,1,results/rebuttal/overnight_4090/scalar/signed_gaussian_amle_n10_train1000_random_s1.json,9,signed,1000,1000,1000,0.45100000500679016,0.9046562910079956
10,2.0,192,False,MNIST,data,50,0.0001,0.2055654674768448,0.12813135981559753,,-0.6883523464202881,0.9843232035636902,0.988388541894077,,Gaussian-AMLE,0.8600000143051147,0.14399999380111694,,,2,results/rebuttal/overnight_4090/scalar/signed_gaussian_amle_n10_train1000_random_s2.json,9,signed,1000,1000,1000,0.44999998807907104,0.8844444155693054
